gene_symbols,highly_variable,means,dispersions,dispersions_norm,mean,std
ENSG00000255241,1,0.0009867796,3.4283664,1.1630915,0.00019700959,0.020782528
ENSG00000255390,1,0.00081280386,3.5981116,1.352904,0.00011766904,0.01824758
ENSG00000255496,1,0.0006009286,3.4180586,1.151565,0.00020654219,0.015930431
ENSG00000255501,1,0.008467068,3.9311883,1.7253577,0.0015190806,0.05643165
ENSG00000255528,1,0.00012609665,3.6210446,1.3785484,3.487267e-05,0.0070733437
ENSG00000255537,1,0.0042114602,3.6818445,1.4465358,0.0009654365,0.04132821
ENSG00000255565,1,0.00087402033,3.4419842,1.1783192,0.00015209679,0.019340986
ENSG00000255569,1,0.5892968,7.766238,7.2885084,0.009919309,0.19688752
ENSG00000255808,1,0.00090557226,3.5704052,1.3219224,0.00014364184,0.01937018
ENSG00000255814,1,2.988655e-05,3.4663632,1.2055802,9.647968e-06,0.0034277034
ENSG00000255882,1,0.03755744,3.4424999,1.1788957,0.007690628,0.12839818
ENSG00000255933,1,0.0015169962,3.4902582,1.2323002,0.00024056787,0.02542052
ENSG00000255968,1,0.05743266,3.4165432,1.1498705,0.012512875,0.16201451
ENSG00000255974,1,0.0014916062,3.4540312,1.1917905,0.00037129613,0.026269058
ENSG00000255998,1,0.0037460641,3.476268,1.2166562,0.0007647835,0.04017033
ENSG00000256034,1,0.10872858,3.7443748,1.5164586,0.015124699,0.21141489
ENSG00000256120,1,0.0022682275,3.428961,1.1637563,0.00048588065,0.031219648
ENSG00000256151,1,1.9615201e-05,3.4177544,1.1512247,4.399293e-06,0.0029217529
ENSG00000256162,1,2.9196468e-05,3.9176295,1.7101957,3.1595862e-06,0.0031763557
ENSG00000256273,1,0.0006972632,3.4469693,1.1838934,0.00013475369,0.017307293
ENSG00000256315,1,3.157251e-05,3.6837661,1.4486849,4.490906e-06,0.0034543013
ENSG00000256379,1,0.040466845,6.9082556,5.0543776,0.0031160046,0.07552123
ENSG00000256482,1,7.257303e-05,3.604159,1.3596665,2.0722468e-05,0.0054465756
ENSG00000256553,1,1.1960046,7.856293,2.8727906,0.023394354,0.3110012
ENSG00000256569,1,0.0004260246,3.5524251,1.3018167,5.925189e-05,0.013143278
ENSG00000256590,1,0.035917234,7.348648,5.5468335,0.0029211077,0.08411242
ENSG00000256628,1,0.10552917,3.6589618,1.420948,0.022828698,0.2173808
ENSG00000256672,1,0.008579521,3.484673,1.2260547,0.0015421855,0.060679737
ENSG00000256739,1,0.0012921115,3.4281113,1.1628062,0.00020965574,0.023367878
ENSG00000256879,1,7.329531e-05,3.7051804,1.4726309,1.5152337e-05,0.0056582303
ENSG00000256915,1,0.00036856506,3.5477889,1.2966323,0.00012963361,0.0123168435
ENSG00000256947,1,0.01940251,3.5870883,1.3405776,0.0039106784,0.092017725
ENSG00000256971,1,9.5077536e-05,3.4715931,1.2114284,3.109607e-05,0.0060684388
ENSG00000257058,1,0.08939986,3.9612956,1.7590243,0.011919098,0.1826352
ENSG00000257083,1,0.0006068327,3.5832996,1.336341,0.00011153178,0.015600599
ENSG00000257139,1,0.0008956868,3.5769622,1.3292545,0.00018132945,0.01933151
ENSG00000257167,1,0.1346621,3.580713,1.3334485,0.026372682,0.2448695
ENSG00000257218,1,0.16255155,4.3246408,2.1653242,0.046635106,0.28283596
ENSG00000257284,1,0.017083142,3.4730163,1.2130198,0.0032295845,0.086029805
ENSG00000257438,1,0.0002105553,3.6516936,1.4128207,4.1719115e-05,0.009466161
ENSG00000257453,1,0.019902209,3.5352607,1.2826229,0.0045481143,0.09550646
ENSG00000257550,1,0.01248408,3.4302247,1.1651692,0.002724888,0.075078264
ENSG00000257579,1,0.0009029013,3.6349201,1.3940643,0.00020713419,0.019831464
ENSG00000257677,1,4.1285235e-05,3.4972818,1.2401539,1.5890522e-05,0.0038530312
ENSG00000257764,1,0.8607519,5.62454,3.0244176,0.09496893,0.503299
ENSG00000257913,1,0.091190025,3.4776416,1.218192,0.022608522,0.20221296
ENSG00000257947,1,0.003081877,3.5518363,1.301158,0.00047773734,0.035439942
ENSG00000258017,1,0.30030462,3.759704,1.5550511,0.062038183,0.37158015
ENSG00000258044,1,0.009065774,3.4733074,1.2133454,0.0013701136,0.06199334
ENSG00000258082,1,0.008995912,3.6420407,1.4020264,0.0028186638,0.065846115
ENSG00000258108,1,3.344593e-05,3.5262432,1.2725393,9.977816e-06,0.0034785904
ENSG00000258214,1,4.6355748e-05,3.7249846,1.4947762,1.3482962e-05,0.0042256066
ENSG00000258232,1,0.05127126,3.7977,1.5760881,0.006804471,0.14079922
ENSG00000258234,1,0.0067220307,3.456965,1.195071,0.0013727326,0.05414529
ENSG00000258279,1,0.0015075478,3.5616443,1.3121256,0.0005072367,0.027268145
ENSG00000258302,1,0.05038646,3.562469,1.3130478,0.010624899,0.14990588
ENSG00000258334,1,0.000871859,3.5198019,1.2653366,0.00036154094,0.020562543
ENSG00000258384,1,0.009427912,3.6087053,1.3647503,0.00140044,0.06143851
ENSG00000258404,1,0.0929096,3.7011752,1.468152,0.019241355,0.20155625
ENSG00000258424,1,0.03228629,3.5076194,1.2517139,0.005209388,0.11742036
ENSG00000258428,1,0.015937047,3.493965,1.236445,0.0029307522,0.08335906
ENSG00000258430,1,0.019699685,3.6668952,1.4298192,0.0027766682,0.08898262
ENSG00000258554,1,0.008465745,3.783652,1.5603794,0.0010923338,0.057449974
ENSG00000258560,1,0.07933559,3.695577,1.4618919,0.01759925,0.18761916
ENSG00000258601,1,5.896964e-05,3.643642,1.403817,1.9678e-05,0.0047263056
ENSG00000258630,1,0.0023361172,3.4115121,1.1442446,0.000476895,0.031655133
ENSG00000258647,1,2.3045048e-05,3.5396855,1.2875707,3.863655e-06,0.0029527498
ENSG00000258657,1,0.15932411,3.796556,1.574809,0.026832234,0.2603107
ENSG00000258666,1,0.063042715,3.4110103,1.1436834,0.017402535,0.17260723
ENSG00000258667,1,0.22105435,3.4859967,1.2275348,0.05867443,0.32555574
ENSG00000258749,1,0.000574052,3.5997574,1.3547444,0.000105262814,0.015358918
ENSG00000258753,1,0.00015506991,3.63862,1.3982015,2.0057356e-05,0.0077888584
ENSG00000258770,1,7.7360004e-05,3.9651473,1.7633312,1.3063894e-05,0.0050996905
ENSG00000258926,1,0.03419565,3.4621897,1.2009134,0.0072431955,0.12384415
ENSG00000258928,1,0.016620904,3.579748,1.3323694,0.0026094296,0.08283833
ENSG00000258938,1,0.008344053,3.4602077,1.198697,0.0017943288,0.06124056
ENSG00000259006,1,0.00043385918,3.5680506,1.3192893,6.529584e-05,0.013395349
ENSG00000259083,1,0.036648944,3.7933736,1.5712501,0.0055515147,0.1209492
ENSG00000259092,1,0.4473695,7.8744802,7.4434056,0.007143476,0.1584681
ENSG00000259146,1,0.04881933,3.8288527,1.6109235,0.00822785,0.1411303
ENSG00000259150,1,3.2588254e-05,4.124747,1.9417986,8.398956e-06,0.0031205267
ENSG00000259207,1,0.16373849,4.045334,1.8529977,0.023293465,0.25628433
ENSG00000259224,1,0.0011090125,3.6257308,1.3837883,0.00022515426,0.021814961
ENSG00000259277,1,0.0070207114,3.5587168,1.308852,0.0012952129,0.054474313
ENSG00000259314,1,0.01475984,3.4274347,1.1620497,0.0030538666,0.08020312
ENSG00000259342,1,0.01119514,3.9895365,1.7906038,0.0015731412,0.06386721
ENSG00000259364,1,0.00076480384,3.456239,1.194259,0.00013534255,0.018083783
ENSG00000259426,1,0.00068342825,3.4076524,1.1399285,0.00015699788,0.017200312
ENSG00000259488,1,0.1687564,3.934057,1.7285652,0.02092159,0.2535877
ENSG00000259490,1,0.00041839087,3.4281685,1.16287,0.00012262235,0.013825527
ENSG00000259540,1,0.0007852996,3.7518075,1.52477,0.00013149844,0.017786048
ENSG00000259564,1,0.104293264,3.5559127,1.3057164,0.02146136,0.2147775
ENSG00000259598,1,0.021881355,3.4769142,1.2173786,0.0045019398,0.09736712
ENSG00000259678,1,0.044118367,3.593673,1.3479406,0.0072671487,0.13619146
ENSG00000259680,1,4.009347e-05,3.7651381,1.5396768,7.0394617e-06,0.003973213
ENSG00000259700,1,0.00046878564,3.4896312,1.2315991,9.1694325e-05,0.014154904
ENSG00000259711,1,5.342066e-05,3.4342506,1.1696712,1.626169e-05,0.0047898684
ENSG00000259731,1,0.0002016466,3.5858283,1.3391688,2.9692716e-05,0.00913046
ENSG00000259755,1,0.002944287,3.405654,1.1376939,0.0005932222,0.03609021
ENSG00000259762,1,0.00021867422,3.7115836,1.4797909,3.61356e-05,0.009272489
ENSG00000259774,1,0.00012770486,3.5574338,1.3074174,3.81904e-05,0.0074893227
ENSG00000259819,1,6.819539e-05,3.605488,1.3611525,1.0835028e-05,0.0051205046
ENSG00000259863,1,0.0013790638,3.595602,1.3500979,0.00030716232,0.02433751
ENSG00000259867,1,0.014086058,3.5522077,1.3015733,0.0027751992,0.07714976
ENSG00000259883,1,0.0028287123,3.4433308,1.1798247,0.0006432309,0.035535924
ENSG00000259884,1,0.018712427,3.637876,1.3973694,0.0032530455,0.08880759
ENSG00000259916,1,5.5450564e-05,3.6040006,1.3594892,2.0311143e-05,0.004622327
ENSG00000259952,1,0.006571906,3.439346,1.175369,0.0012305296,0.053644042
ENSG00000259954,1,0.012361731,3.600016,1.3550339,0.0025159144,0.072851114
ENSG00000259956,1,0.1667512,3.436145,1.1717898,0.045258835,0.28175783
ENSG00000260005,1,0.009313851,3.4801824,1.2210332,0.0016783966,0.06344213
ENSG00000260009,1,0.000101850565,3.4120333,1.1448274,3.481998e-05,0.0063343546
ENSG00000260022,1,6.8399706e-05,3.5421824,1.290363,1.1086905e-05,0.0053411108
ENSG00000260029,1,0.0010763232,3.5220728,1.267876,0.00023530856,0.021506596
ENSG00000260032,1,0.7604777,4.082516,1.3871135,0.22918552,0.6484812
ENSG00000260063,1,0.0067921616,3.4328048,1.1680545,0.0013628972,0.054589793
ENSG00000260084,1,0.0067422893,3.521551,1.2672921,0.0012021379,0.05329429
ENSG00000260123,1,0.00096356345,3.4617703,1.2004443,0.00021292418,0.020132614
ENSG00000260132,1,0.0022330182,3.4685767,1.2080555,0.0004481924,0.030872788
ENSG00000260136,1,0.03709531,3.4661758,1.2053707,0.008270718,0.12978837
ENSG00000260148,1,0.00033502563,3.8288705,1.6109437,5.048947e-05,0.011201497
ENSG00000260176,1,9.331121e-05,3.9422073,1.7376791,2.3973576e-05,0.0062714834
ENSG00000260194,1,0.0005443324,3.5198798,1.2654237,0.00011916669,0.01579476
ENSG00000260202,1,6.395158e-05,3.4718764,1.2117451,1.8912486e-05,0.0049185217
ENSG00000260279,1,0.012915996,3.6923404,1.4582726,0.0019006486,0.07175219
ENSG00000260304,1,0.2019992,3.7371037,1.508328,0.028252808,0.29190487
ENSG00000260339,1,0.014674409,3.4113617,1.1440763,0.0033738452,0.081849694
ENSG00000260367,1,0.0693477,3.5369067,1.2844634,0.010895513,0.17223117
ENSG00000260416,1,2.695913e-05,3.5362387,1.2837166,4.2001893e-06,0.0032512583
ENSG00000260466,1,0.00065499614,3.4331865,1.1684815,0.00012502217,0.016813254
ENSG00000260488,1,0.0044290936,3.8442395,1.6281296,0.0005503773,0.040582757
ENSG00000260500,1,0.00035618563,3.5088594,1.2531004,6.408765e-05,0.012294485
ENSG00000260545,1,0.008785243,3.584726,1.337936,0.0015727709,0.0607142
ENSG00000260661,1,0.031845383,3.4710207,1.2107884,0.005998629,0.11771532
ENSG00000260664,1,0.018487573,3.4920428,1.2342957,0.004301291,0.09061512
ENSG00000260720,1,4.0696515e-05,3.4526823,1.190282,1.5646992e-05,0.0038622916
ENSG00000260879,1,0.061698973,3.6361263,1.3954128,0.010824765,0.1622169
ENSG00000260884,1,0.0076450687,3.512959,1.2576846,0.0012895352,0.056674734
ENSG00000260898,1,0.09639599,3.8136938,1.5939728,0.016377375,0.19953248
ENSG00000260978,1,0.001796075,4.1822786,2.0061321,0.00031478907,0.026652005
ENSG00000261014,1,8.123864e-05,3.4961975,1.2389417,2.978027e-05,0.0056080427
ENSG00000261054,1,0.0032833652,3.6248538,1.3828079,0.00070579315,0.03756742
ENSG00000261075,1,2.7901398e-05,3.4628944,1.2017014,5.782748e-06,0.0032703227
ENSG00000261093,1,0.0030706946,3.709341,1.4772831,0.0006001887,0.036106136
ENSG00000261095,1,1.5791771e-05,3.568408,1.319689,3.1114264e-06,0.0024465125
ENSG00000261117,1,7.535649e-05,3.4232357,1.1573541,1.43725065e-05,0.0056887534
ENSG00000261175,1,0.00022684931,3.6898878,1.45553,4.735511e-05,0.009125752
ENSG00000261194,1,4.5667326e-05,3.5096543,1.2539892,9.314692e-06,0.0041888724
ENSG00000261207,1,0.003195192,3.6667645,1.4296732,0.00042573916,0.03545682
ENSG00000261227,1,2.8994542e-05,3.5527904,1.302225,4.668449e-06,0.0032837514
ENSG00000261293,1,0.0005044163,3.415462,1.1486615,8.7929395e-05,0.0147697395
ENSG00000261359,1,0.37576735,4.3896055,2.4564567,0.0430633,0.3644396
ENSG00000261411,1,1.9357209e-05,3.752768,1.5258442,4.8303655e-06,0.002503145
ENSG00000261423,1,0.103959225,3.6437757,1.4039665,0.0193405,0.21181925
ENSG00000261442,1,0.0081145475,3.4585516,1.1968453,0.0016849524,0.059660163
ENSG00000261504,1,0.002977872,3.67734,1.4414991,0.000735718,0.03642239
ENSG00000261513,1,0.0021475367,3.4837618,1.2250358,0.00036707125,0.030298388
ENSG00000261519,1,0.009867385,3.5771399,1.3294531,0.0018851423,0.06491931
ENSG00000261520,1,0.00074576586,3.68233,1.4470787,0.00014569663,0.017577197
ENSG00000261532,1,0.00081013213,3.4308085,1.1658223,0.00013839004,0.018777233
ENSG00000261535,1,0.0039023943,3.4515557,1.1890222,0.00066587626,0.04108356
ENSG00000261540,1,0.000115791154,3.5840394,1.3371682,4.605271e-05,0.0066218222
ENSG00000261594,1,0.005758803,3.4164927,1.1498141,0.0012713993,0.05042498
ENSG00000261641,1,0.013486658,3.4988086,1.2418613,0.0021756387,0.0758318
ENSG00000261654,1,0.011264748,3.4609287,1.1995033,0.002145697,0.06955309
ENSG00000261659,1,0.010194926,3.8816097,1.6699177,0.0014987156,0.06358938
ENSG00000261701,1,0.0006220971,3.511907,1.2565085,0.000105042986,0.016018523
ENSG00000261744,1,0.014167079,3.901272,1.6919047,0.002218931,0.07414924
ENSG00000261790,1,0.0035608201,3.478247,1.2188689,0.0007036424,0.039675478
ENSG00000262133,1,2.6142974e-05,3.5469608,1.2957062,5.4928782e-06,0.0031768384
ENSG00000262147,1,0.0016050525,3.4169152,1.1502863,0.00024558496,0.026098324
ENSG00000262160,1,0.044313226,3.6628346,1.4252789,0.0062205605,0.1338435
ENSG00000262313,1,0.00065647485,3.755918,1.5293665,8.694264e-05,0.015891867
ENSG00000262319,1,0.0010547467,3.4749184,1.2151468,0.00027640755,0.021950273
ENSG00000262413,1,0.076644376,3.5883076,1.341941,0.012870396,0.18137194
ENSG00000262420,1,0.07476357,3.7431953,1.5151398,0.013913175,0.17596543
ENSG00000262456,1,0.00509731,3.559999,1.3102858,0.00077073375,0.045898084
ENSG00000262678,1,0.005894595,3.494495,1.2370378,0.0012427486,0.051079955
ENSG00000262721,1,0.004564047,3.497002,1.2398412,0.0006955304,0.04384223
ENSG00000262772,1,0.0026892542,3.5762691,1.3284794,0.0004165218,0.03310019
ENSG00000262791,1,0.01373423,3.470716,1.2104478,0.002401678,0.07712512
ENSG00000262831,1,0.02549284,3.4514246,1.1888756,0.0043415045,0.10548455
ENSG00000262833,1,0.0020225535,3.475443,1.2157334,0.00035843614,0.02916313
ENSG00000262848,1,0.0011371217,3.475651,1.215966,0.000196116,0.02208528
ENSG00000262898,1,0.052564904,3.6639938,1.426575,0.011991124,0.15238084
ENSG00000263069,1,0.21363199,3.439266,1.1752796,0.053596266,0.32280245
ENSG00000263201,1,0.000122167,3.414738,1.1478518,2.3162782e-05,0.0072131758
ENSG00000263438,1,0.00026764278,3.4640787,1.2030256,7.034863e-05,0.010711643
ENSG00000263594,1,0.00036482574,3.5223756,1.2682146,0.00014940079,0.012578506
ENSG00000263624,1,0.01917547,3.416384,1.1496925,0.0041087433,0.09279446
ENSG00000263823,1,0.048221808,3.5882177,1.3418406,0.011633389,0.14738801
ENSG00000263826,1,0.051372126,3.9462333,1.7421812,0.008653931,0.14285965
ENSG00000263923,1,0.028787171,4.0159864,1.8201807,0.0051646535,0.10588534
ENSG00000264196,1,0.00082212285,3.6234787,1.38127,0.00011515273,0.018210452
ENSG00000264304,1,0.003966194,3.4413307,1.1775882,0.00074084086,0.04133982
ENSG00000264421,1,0.00023147094,3.4493158,1.1865175,3.8901595e-05,0.009830928
ENSG00000264458,1,0.01122303,3.4135847,1.1465622,0.0024244455,0.070733346
ENSG00000264577,1,0.4286316,4.084782,2.0202463,0.053117897,0.41590667
ENSG00000264578,1,0.015949288,3.4502552,1.1875678,0.0031504952,0.0837181
ENSG00000265043,1,0.00016179556,3.5507894,1.2999874,2.6334103e-05,0.008141269
ENSG00000265282,1,5.668365e-05,3.7594745,1.5333436,1.1819839e-05,0.0047140834
ENSG00000265289,1,0.0005144798,3.5110903,1.255595,9.239914e-05,0.014883522
ENSG00000265656,1,0.024966232,3.4573965,1.1955534,0.0045503713,0.103860214
ENSG00000265799,1,0.00022452697,3.738214,1.5095695,2.697935e-05,0.00911539
ENSG00000265888,1,0.0032002965,3.6320944,1.3909044,0.0006894086,0.036998123
ENSG00000266036,1,0.22469941,4.00055,1.8029189,0.02761493,0.2965611
ENSG00000266049,1,0.5801532,3.6918254,1.4579148,0.16925123,0.55586195
ENSG00000266149,1,9.769133e-05,4.3034263,2.1416018,1.1039643e-05,0.0055069067
ENSG00000266200,1,5.0128376e-05,3.6998837,1.4667078,2.0482257e-05,0.004175747
ENSG00000266261,1,0.00090956345,3.4199052,1.1536298,0.00015338608,0.019864332
ENSG00000266283,1,3.063753e-05,3.449097,1.1862729,5.137764e-06,0.0035624644
ENSG00000266554,1,3.0810053e-05,3.8428059,1.6265265,6.5497065e-06,0.003305711
ENSG00000266767,1,0.00018515428,3.5937297,1.3480042,2.859409e-05,0.008576608
ENSG00000266901,1,0.00019930382,3.4627378,1.2015262,4.8347752e-05,0.009236348
ENSG00000266933,1,0.053394552,3.612569,1.3690708,0.0084815705,0.14931644
ENSG00000267081,1,7.117658e-05,3.6044962,1.3600435,1.384223e-05,0.005266891
ENSG00000267095,1,7.3732976e-05,3.8383555,1.6215501,8.581163e-06,0.00499599
ENSG00000267125,1,0.002594021,3.4342039,1.169619,0.00041024064,0.03344709
ENSG00000267226,1,0.058275137,3.7898679,1.56733,0.0089454055,0.1531289
ENSG00000267232,1,0.028677052,3.5032587,1.2468376,0.004814772,0.11148539
ENSG00000267252,1,7.064077e-05,3.750456,1.5232588,1.44882715e-05,0.0051376247
ENSG00000267280,1,1.8224948e-05,4.0527697,1.8613124,2.1089556e-06,0.0023882939
ENSG00000267348,1,0.0832923,3.4892433,1.2311653,0.017299673,0.19343893
ENSG00000267373,1,0.00016632007,3.948152,1.7443268,1.979681e-05,0.0076866667
ENSG00000267414,1,0.0052831597,3.6930602,1.4590776,0.00089701056,0.045653433
ENSG00000267416,1,0.008411485,3.4820635,1.2231367,0.0024010716,0.062415987
ENSG00000267417,1,4.6875022e-05,3.5296807,1.2763833,1.4266783e-05,0.0045575257
ENSG00000267420,1,0.0017321162,3.5831847,1.3362125,0.00024559305,0.026220927
ENSG00000267493,1,0.012104114,3.5197155,1.2652398,0.0021690365,0.072458476
ENSG00000267501,1,0.00032779653,3.5038576,1.2475073,5.4516335e-05,0.0117472885
ENSG00000267560,1,0.0010713771,3.7759254,1.5517393,0.0001646727,0.020851586
ENSG00000267565,1,0.0005758942,3.6167297,1.3737234,0.000107055384,0.015617768
ENSG00000267580,1,0.011689966,3.438812,1.174772,0.001873259,0.0712316
ENSG00000267598,1,0.6077852,4.74286,2.0882592,0.066812985,0.47000447
ENSG00000267607,1,0.025150586,3.6805415,1.4450791,0.003601445,0.100707814
ENSG00000267658,1,0.004922594,4.071582,1.8823488,0.0007358461,0.04235719
ENSG00000267690,1,0.007559337,3.7089744,1.4768733,0.0011839856,0.055458173
ENSG00000267694,1,0.0761911,3.7485242,1.5210987,0.010860376,0.1736965
ENSG00000267734,1,0.003558669,3.4245126,1.158782,0.0006818124,0.038922187
ENSG00000267934,1,0.0013468742,3.4897757,1.2317606,0.00021577884,0.023800319
ENSG00000267968,1,0.00011285769,3.8990645,1.6894362,2.4535171e-05,0.006576119
ENSG00000267992,1,3.780788e-05,4.025081,1.8303508,3.1330228e-06,0.003396763
ENSG00000268093,1,0.02070345,3.5026455,1.2461518,0.0040977965,0.09489869
ENSG00000268189,1,0.014103579,3.6137264,1.3703648,0.0024442973,0.07729916
ENSG00000268199,1,0.003370954,3.4982955,1.2412876,0.0006005604,0.038057126
ENSG00000268240,1,0.0018369806,3.511732,1.2563127,0.00040168173,0.028703498
ENSG00000268509,1,0.022764575,4.20081,2.0268543,0.003076634,0.090009816
ENSG00000268592,1,0.0035957992,3.5571213,1.3070679,0.0007457339,0.039344598
ENSG00000268605,1,0.0002371601,3.603511,1.3589419,3.1286927e-05,0.0097431205
ENSG00000268677,1,0.0005101532,3.4668505,1.2061253,9.274542e-05,0.014939062
ENSG00000268812,1,0.0001514796,3.8750217,1.6625508,2.6313255e-05,0.0076027056
ENSG00000268833,1,0.000527159,3.656078,1.4177235,0.0001869981,0.014800819
ENSG00000269043,1,0.058435008,3.7268996,1.4969176,0.0105637545,0.15418336
ENSG00000269102,1,0.039262753,3.7798488,1.5561265,0.006724742,0.1239157
ENSG00000269113,1,0.00018928859,3.6444106,1.4046767,7.995082e-05,0.0085994415
ENSG00000269243,1,0.042591624,3.5483599,1.2972708,0.0072485725,0.13474822
ENSG00000269256,1,0.00015335475,3.4718628,1.21173,2.4531759e-05,0.008059016
ENSG00000269335,1,0.23669253,3.4832895,1.2245076,0.08083342,0.35437223
ENSG00000269445,1,3.2632248e-05,4.0581274,1.8673034,3.4753227e-06,0.0031507637
ENSG00000269604,1,0.03642605,3.4386053,1.1745409,0.007503748,0.1276982
ENSG00000269652,1,1.8177927e-05,4.304764,2.1430974,1.2714358e-06,0.002164327
ENSG00000269792,1,0.021730693,3.9338593,1.7283443,0.0023065165,0.0874556
ENSG00000269836,1,0.010389977,3.5384016,1.2861351,0.0016038188,0.06541541
ENSG00000269937,1,0.014812263,3.4634998,1.2023783,0.0031192566,0.08044319
ENSG00000269945,1,3.9449656e-05,3.4071763,1.1393962,8.1324e-06,0.004259463
ENSG00000269950,1,0.00011854561,3.7181416,1.4871242,2.7921335e-05,0.0067021037
ENSG00000269954,1,0.033016007,3.5358443,1.2832755,0.0071282643,0.1210554
ENSG00000269968,1,0.111726224,3.5451157,1.293643,0.020471282,0.22294149
ENSG00000269987,1,0.0022017616,3.4107907,1.1434377,0.00041845912,0.031371903
ENSG00000270050,1,0.023793524,3.4239347,1.1581358,0.005118091,0.10492316
ENSG00000270068,1,0.00018316715,3.4132137,1.1461473,2.9163291e-05,0.008843686
ENSG00000270082,1,0.0002800774,3.5118299,1.2564222,3.943129e-05,0.0106211845
ENSG00000270124,1,0.0019179618,3.585891,1.3392389,0.00035097162,0.028419187
ENSG00000270159,1,0.00031358344,3.4826403,1.2237816,5.2722648e-05,0.011555691
ENSG00000270184,1,0.0014024954,3.44039,1.1765366,0.00025928175,0.024490569
ENSG00000270194,1,0.12303181,3.913494,1.7055715,0.016209664,0.21859793
ENSG00000270240,1,0.43354926,3.5627766,1.2732425,0.099160425,0.4779714
ENSG00000270362,1,0.02620602,3.4498768,1.1871449,0.005398175,0.10809399
ENSG00000270462,1,4.556705e-05,3.4345899,1.1700506,7.953131e-06,0.0044199913
ENSG00000270474,1,9.458378e-05,3.9668658,1.7652528,1.2865797e-05,0.0056324247
ENSG00000270504,1,0.0016809603,3.4069636,1.1391584,0.00038031215,0.027700871
ENSG00000270550,1,0.4189239,7.770262,7.294266,0.01920677,0.2423968
ENSG00000270641,1,0.10738629,3.8550239,1.6401889,0.014274939,0.20312549
ENSG00000271032,1,0.005778178,3.4371467,1.1729096,0.0012197196,0.050769035
ENSG00000271178,1,0.00035427348,4.473992,2.332332,7.41672e-05,0.01137989
ENSG00000271360,1,0.0045385533,3.411788,1.1445532,0.0008336491,0.04516987
ENSG00000271714,1,0.0068759173,3.5617704,1.3122667,0.0015374997,0.05622314
ENSG00000271727,1,0.019951772,3.7029207,1.4701039,0.004656647,0.0937144
ENSG00000271732,1,3.162895e-05,3.4896498,1.2316198,4.4162116e-06,0.0035442538
ENSG00000271821,1,0.0027959521,3.4610484,1.1996369,0.00046445327,0.034613665
ENSG00000271825,1,0.0011964496,3.4422483,1.1786146,0.0002157222,0.022925079
ENSG00000271913,1,0.4256018,4.0603466,1.9852784,0.08125489,0.4323942
ENSG00000271926,1,1.1290623e-05,3.826969,1.6088172,1.127759e-06,0.0019034444
ENSG00000271933,1,0.041147236,3.7248707,1.4946488,0.0073685143,0.1309973
ENSG00000271989,1,0.0012128715,3.4124215,1.1452615,0.00027785904,0.023611598
ENSG00000272043,1,0.01359873,3.88452,1.6731721,0.0019035089,0.07096898
ENSG00000272078,1,0.014970875,3.5849168,1.3381494,0.0031827756,0.08089339
ENSG00000272086,1,0.13614821,3.5355098,1.2829014,0.029548567,0.25050315
ENSG00000272087,1,0.00023207953,3.6408737,1.4007215,3.4704022e-05,0.009815898
ENSG00000272109,1,0.04598689,3.6481686,1.4088789,0.007692145,0.13898104
ENSG00000272157,1,0.008954953,4.264008,2.0975237,0.0008923783,0.053605467
ENSG00000272163,1,0.0014752222,3.9674754,1.7659346,0.00044540197,0.025790567
ENSG00000272173,1,0.38401017,4.2462497,2.2513106,0.04441379,0.381466
ENSG00000272195,1,0.12020073,3.560874,1.311264,0.02389425,0.22970524
ENSG00000272226,1,0.0002629465,3.6714885,1.4349558,6.901738e-05,0.010412794
ENSG00000272256,1,0.9069996,4.5591087,1.6031455,0.17909046,0.6519849
ENSG00000272269,1,0.118291,3.8085246,1.5881925,0.024131192,0.22603892
ENSG00000272381,1,0.0021064908,3.4917724,1.2339934,0.00045909703,0.030242678
ENSG00000272397,1,1.00499055e-05,3.4373364,1.1731219,1.724006e-06,0.0019918995
ENSG00000272476,1,0.07397316,3.503842,1.24749,0.012660483,0.17976387
ENSG00000272701,1,0.0011683103,3.6263428,1.3844727,0.0001809404,0.021723041
ENSG00000272703,1,0.0003814193,3.5148573,1.2598072,6.760007e-05,0.012567433
ENSG00000272720,1,0.0012574596,3.466886,1.2061648,0.00027011216,0.02306851
ENSG00000272767,1,0.020810079,3.6789112,1.4432559,0.0031821053,0.09126008
ENSG00000272841,1,0.06265943,3.6364288,1.3957514,0.010588717,0.16163224
ENSG00000273010,1,0.06352366,3.806322,1.5857296,0.009851265,0.15936574
ENSG00000273149,1,1.2403873,5.1293406,1.1700181,0.19655448,0.7287568
ENSG00000273175,1,0.50062495,4.5907083,2.74424,0.06171766,0.43326768
ENSG00000273192,1,0.008664193,3.4608626,1.1994295,0.0015690607,0.061089735
ENSG00000273302,1,0.0018569346,3.50622,1.250149,0.00031353164,0.02792626
ENSG00000273387,1,0.00019270039,3.6504357,1.411414,5.7896417e-05,0.009554665
ENSG00000273419,1,0.0019047173,3.502465,1.24595,0.0004495396,0.029557155
ENSG00000273428,1,0.002416997,3.5187292,1.264137,0.00070788455,0.032733206
ENSG00000273489,1,0.013132646,3.42631,1.1607919,0.002296635,0.07561756
ENSG00000273565,1,0.1471465,3.492443,1.2347432,0.027502803,0.258496
ENSG00000273796,1,4.730554e-05,3.5765593,1.328804,7.9676065e-06,0.0045020916
ENSG00000273805,1,5.1727566e-05,4.7207494,2.6082616,6.2163726e-06,0.0037217613
