gene_symbols,highly_variable,means,dispersions,dispersions_norm,mean,std
ENSG00000232110,1,9.7848184e-05,3.5528395,1.30228,1.6020947e-05,0.0064146006
ENSG00000232212,1,5.263059e-05,3.7110937,1.479243,1.3363648e-05,0.0043392535
ENSG00000232216,1,0.045007765,7.758006,6.004586,0.001684715,0.0685729
ENSG00000232342,1,0.017117202,3.42294,1.1570237,0.0034141028,0.086752556
ENSG00000232358,1,0.00012285174,3.6788583,1.4431969,1.7198965e-05,0.0069696424
ENSG00000232377,1,0.0032917054,3.4572916,1.1954362,0.00064682454,0.037962116
ENSG00000232396,1,0.0032133495,3.5863848,1.3397909,0.00054881367,0.036379043
ENSG00000232480,1,0.00035908597,3.8985982,1.6889145,6.1498184e-05,0.011909679
ENSG00000232539,1,0.0009769786,3.5358372,1.2832675,0.00015019279,0.020227427
ENSG00000232656,1,0.076269574,3.4250667,1.1594017,0.016399147,0.18697816
ENSG00000232679,1,0.0008566009,3.4940586,1.23655,0.0001621251,0.019151656
ENSG00000232684,1,0.006137133,3.5035214,1.2471312,0.0011345891,0.051321384
ENSG00000232739,1,0.0002461915,3.5344484,1.2817146,4.8014695e-05,0.010157747
ENSG00000232748,1,0.011252973,3.4077015,1.1399835,0.0025408508,0.07150938
ENSG00000232803,1,0.000103345985,3.8058815,1.5852367,2.2946786e-05,0.0066552935
ENSG00000232860,1,0.046895783,3.4853609,1.2268238,0.010433986,0.14586666
ENSG00000232869,1,1.558056,8.513927,2.528266,0.02213485,0.31642187
ENSG00000232878,1,0.3922324,3.8953133,1.7491114,0.08924162,0.42869464
ENSG00000232885,1,5.9940212e-05,3.869204,1.6560453,1.1736724e-05,0.0047797607
ENSG00000232903,1,0.0001501602,3.711261,1.4794302,2.152453e-05,0.007603376
ENSG00000233128,1,5.277732e-05,3.4947126,1.2372811,1.4235283e-05,0.004631668
ENSG00000233144,1,0.01391471,3.53136,1.2782608,0.0023325793,0.0763572
ENSG00000233306,1,0.13162394,7.613129,5.8425817,0.014137272,0.16433355
ENSG00000233409,1,7.68318e-06,3.4252262,1.15958,1.0255923e-06,0.0017137504
ENSG00000233472,1,0.0049737627,3.5342457,1.2814878,0.00081953686,0.045451254
ENSG00000233538,1,0.005526712,3.4254391,1.159818,0.001212057,0.048485138
ENSG00000233613,1,0.0015420979,3.4969215,1.2397511,0.00030674838,0.026085325
ENSG00000233732,1,5.3520107e-05,3.6552217,1.4167659,1.09308085e-05,0.0045210063
ENSG00000233825,1,0.28074452,4.0391154,1.846044,0.033071205,0.3294011
ENSG00000233845,1,0.010653001,3.4762778,1.216667,0.0017645718,0.067237504
ENSG00000233850,1,0.036578365,3.5978522,1.3526142,0.0075726206,0.12328473
ENSG00000233953,1,0.00025914062,3.5830138,1.3360213,4.1534924e-05,0.010300139
ENSG00000234019,1,0.002248645,3.7138762,1.4823546,0.00037479735,0.030521302
ENSG00000234050,1,0.00043187558,3.5597632,1.3100221,7.017646e-05,0.013337463
ENSG00000234055,1,0.00045897617,3.4686768,1.2081674,8.0641345e-05,0.014020131
ENSG00000234117,1,0.00025241548,3.7949507,1.5730137,4.2987853e-05,0.010097024
ENSG00000234308,1,0.001077702,3.4660082,1.2051833,0.00020277247,0.02164087
ENSG00000234393,1,0.0026723065,3.4878266,1.2295811,0.00043282149,0.033761308
ENSG00000234478,1,0.010613045,3.406573,1.1387216,0.0022393393,0.06866006
ENSG00000234577,1,0.0013651811,3.5927398,1.3468971,0.0002216109,0.023945933
ENSG00000234617,1,0.033920188,3.5108929,1.2553742,0.007364298,0.12332735
ENSG00000234630,1,0.00036203692,4.605364,2.4792352,6.735926e-05,0.011375333
ENSG00000234736,1,0.0010194923,4.0341516,1.8404931,0.000149303,0.019363804
ENSG00000234752,1,0.0035107674,3.6605556,1.4227303,0.00076886243,0.039418668
ENSG00000234781,1,3.458364e-05,3.4409955,1.1772135,1.1910025e-05,0.003522798
ENSG00000234832,1,0.040414117,3.449215,1.1864046,0.009796055,0.13679586
ENSG00000234900,1,0.00027988164,3.6777544,1.4419622,4.1136962e-05,0.010640575
ENSG00000235027,1,0.10612926,3.4251466,1.1594911,0.017312143,0.21886016
ENSG00000235079,1,0.015690722,3.422159,1.1561501,0.003035512,0.08329688
ENSG00000235109,1,0.012748449,3.5317883,1.27874,0.0027692548,0.07450463
ENSG00000235138,1,0.00044544286,3.5228899,1.2687894,6.881419e-05,0.013715361
ENSG00000235300,1,0.05234873,3.5594554,1.309678,0.009776687,0.14995877
ENSG00000235403,1,0.00046237145,3.4609299,1.1995047,7.449716e-05,0.013995208
ENSG00000235415,1,0.04838178,3.4542887,1.1920784,0.010001594,0.14689292
ENSG00000235426,1,0.0031075727,3.506888,1.250896,0.0006896741,0.03747462
ENSG00000235497,1,0.00019728462,3.4597406,1.1981748,3.4396242e-05,0.008991253
ENSG00000235612,1,1.3900297e-05,3.7668326,1.5415715,1.6603012e-06,0.0022030624
ENSG00000235641,1,0.008765652,3.5479357,1.2967963,0.0016986472,0.06113468
ENSG00000235669,1,0.015420522,3.5112224,1.2557427,0.0025385756,0.080532424
ENSG00000235731,1,0.0040232916,3.4873784,1.22908,0.000990446,0.041996196
ENSG00000235782,1,0.00013186841,3.4644232,1.2034107,2.6186197e-05,0.0075361407
ENSG00000235852,1,0.041406736,3.818776,1.5996557,0.0055606067,0.1262274
ENSG00000235872,1,0.009052422,3.4245644,1.15884,0.001614071,0.062350534
ENSG00000235903,1,0.46255475,3.575009,1.2907475,0.119712465,0.48849067
ENSG00000235939,1,0.019717067,3.446508,1.1833776,0.003968379,0.09351262
ENSG00000236024,1,3.3219654e-05,3.9271615,1.7208545,1.09738385e-05,0.0031557092
ENSG00000236031,1,0.00425393,3.544698,1.2931759,0.00066614157,0.04165197
ENSG00000236051,1,0.18735304,3.4257414,1.160156,0.044552818,0.30029264
ENSG00000236304,1,0.07627859,3.4407153,1.1769003,0.013733596,0.18496242
ENSG00000236308,1,0.004558738,3.5696583,1.3210871,0.0006865812,0.043422557
ENSG00000236432,1,0.055987928,3.6578438,1.4196979,0.010297534,0.15336718
ENSG00000236472,1,0.0062089865,3.4433534,1.1798501,0.0013416995,0.05269368
ENSG00000236494,1,0.00037165437,3.5169597,1.2621583,6.202057e-05,0.012419683
ENSG00000236544,1,1.6567501e-05,3.8359125,1.6188179,2.894038e-06,0.0023451024
ENSG00000236545,1,0.0001507287,3.4298942,1.1647998,2.3469398e-05,0.008078537
ENSG00000236609,1,0.010804208,3.4966822,1.2394836,0.0032373709,0.07125492
ENSG00000236643,1,0.00051895523,3.4887273,1.2305883,0.00010033657,0.015110757
ENSG00000236663,1,2.3780336e-05,3.8266385,1.6084478,2.7905999e-06,0.002742753
ENSG00000236665,1,0.00027631345,3.5972466,1.3519368,3.8106093e-05,0.010415745
ENSG00000236709,1,0.005493692,4.2796183,2.1149793,0.0013309745,0.045431167
ENSG00000236756,1,0.03210678,3.6772518,1.4414003,0.0057423394,0.11455467
ENSG00000236758,1,2.213521e-05,4.010357,1.8138857,3.866736e-06,0.0026808395
ENSG00000236782,1,0.046662718,3.5052056,1.2490147,0.007149168,0.14140393
ENSG00000236861,1,0.03243012,3.6922164,1.4581339,0.004670396,0.11341445
ENSG00000236911,1,0.026309097,3.5580716,1.3081305,0.004852322,0.10632774
ENSG00000236980,1,0.00043272672,3.4634874,1.2023643,0.00011601932,0.013656192
ENSG00000237013,1,7.9728896e-05,4.020732,1.8254869,1.250511e-05,0.005194803
ENSG00000237015,1,0.0001663309,3.5357025,1.2831169,3.6781807e-05,0.008495275
ENSG00000237111,1,0.0011688424,5.4011736,3.369126,0.00015974387,0.01670508
ENSG00000237166,1,0.0045104343,3.410283,1.1428702,0.0009249041,0.044976387
ENSG00000237224,1,0.00064298266,3.407449,1.1397011,0.0001004749,0.016547345
ENSG00000237254,1,1.3596326,8.44991,3.2434587,0.018373063,0.28786504
ENSG00000237324,1,0.00058181083,3.425928,1.1603649,0.00010881883,0.015830852
ENSG00000237328,1,0.0037821685,3.5068922,1.2509005,0.00074466225,0.040188037
ENSG00000237336,1,0.00010570313,3.895631,1.6855966,1.585366e-05,0.0063161817
ENSG00000237378,1,2.3747252e-05,3.5948026,1.349204,4.2671127e-06,0.002948626
ENSG00000237387,1,0.008093651,3.558907,1.3090647,0.0011813939,0.057479195
ENSG00000237396,1,3.7019723e-05,3.42996,1.1648735,1.0152835e-05,0.0038394206
ENSG00000237400,1,0.066794045,3.5021396,1.2455863,0.014066473,0.17298867
ENSG00000237413,1,0.00015026233,3.488078,1.2298623,4.513551e-05,0.007928666
ENSG00000237453,1,0.00019388062,3.5681021,1.3193468,3.1030486e-05,0.008945684
ENSG00000237499,1,0.4436112,3.5330913,1.2307621,0.12932609,0.4866072
ENSG00000237547,1,0.018667836,7.373276,5.5743732,0.00028226114,0.036497734
ENSG00000237655,1,0.0054040807,3.6870582,1.4523661,0.00092566013,0.046777807
ENSG00000237702,1,1.8637029,8.505494,2.5938625,0.03284856,0.38247588
ENSG00000237718,1,0.00097364385,3.5680356,1.3192724,0.00017001414,0.020158159
ENSG00000237737,1,0.002274766,4.0691824,1.8796656,0.00047519256,0.030950384
ENSG00000237914,1,0.019270025,3.5057282,1.249599,0.0035873384,0.09113324
ENSG00000237938,1,0.0216345,3.577328,1.3296635,0.0036381937,0.09527072
ENSG00000237986,1,0.0013847417,3.5872462,1.3407542,0.00027655874,0.024573686
ENSG00000237988,1,6.741717e-05,3.5634618,1.3141578,9.660676e-06,0.0052572116
ENSG00000238186,1,0.0010765267,3.4391484,1.1751482,0.0001801224,0.021493634
ENSG00000238242,1,0.00011599756,3.4355166,1.1710869,3.2584667e-05,0.0070517175
ENSG00000238246,1,0.047237713,3.7121952,1.4804747,0.0066923867,0.13715133
ENSG00000239264,1,0.15327013,4.282394,2.118083,0.03216459,0.2539706
ENSG00000239571,1,0.002602794,5.3673325,3.3312845,0.00034808242,0.028551538
ENSG00000239819,1,0.03300122,7.4290757,5.63677,0.0018658314,0.07418393
ENSG00000239839,1,0.013910113,5.9787683,4.015005,0.00061790564,0.045610804
ENSG00000239855,1,0.0600506,7.8420286,6.098542,0.0029404159,0.09415036
ENSG00000239862,1,0.0045538987,7.7778816,6.0268116,8.19928e-05,0.0154909035
ENSG00000239951,1,0.71929854,7.865855,5.404223,0.038770482,0.35587972
ENSG00000239975,1,0.0007804733,5.2568293,3.2077174,0.00014721253,0.015407652
ENSG00000240041,1,0.0019729,6.1944566,4.256192,0.00011447354,0.017094059
ENSG00000240382,1,0.112603635,7.867174,6.1266603,0.0069101737,0.13444792
ENSG00000240535,1,0.057972908,3.6869407,1.4522345,0.010156787,0.15470624
ENSG00000240549,1,0.00035522008,3.6210563,1.3785614,6.3890984e-05,0.01203547
ENSG00000240567,1,0.40045333,4.1515694,2.1158204,0.04316542,0.3896487
ENSG00000240671,1,0.075551726,7.8528805,6.110677,0.0037924862,0.105110005
ENSG00000240864,1,0.11399535,7.613842,5.843379,0.0050870394,0.12643084
ENSG00000241244,1,0.018927919,8.008376,6.2845554,0.00093035883,0.051426575
ENSG00000241269,1,0.00088386063,3.5921001,1.346182,0.00012142291,0.01877702
ENSG00000241294,1,0.04733563,7.670317,5.906531,0.002511006,0.08234711
ENSG00000241313,1,0.000489941,3.5112338,1.2557555,8.891223e-05,0.014462531
ENSG00000241351,1,0.45171255,7.7490406,7.2638984,0.02278501,0.2754236
ENSG00000241456,1,0.00010692206,3.6168642,1.3738736,2.3313809e-05,0.0067763124
ENSG00000241566,1,0.0039329682,6.8350306,4.9724956,0.00025943117,0.025571955
ENSG00000241657,1,1.6370097,8.530801,2.5369494,0.022886747,0.32916147
ENSG00000241666,1,0.1680611,3.8349745,1.6177692,0.022066997,0.25890002
ENSG00000241755,1,0.112136275,8.147945,6.4406247,0.004363543,0.113643676
ENSG00000241764,1,0.03644455,3.4577467,1.1959453,0.010019555,0.13150114
ENSG00000241818,1,0.0003940106,3.7384098,1.5097885,5.4420652e-05,0.012234584
ENSG00000242076,1,0.067118175,8.34364,6.659455,0.0004349375,0.043093
ENSG00000242207,1,0.0002101377,3.804993,1.584243,2.808253e-05,0.009003623
ENSG00000242371,1,0.19018783,8.268614,6.575559,0.0017127969,0.081294835
ENSG00000242396,1,0.004354688,3.4066408,1.1387974,0.0011204164,0.044637486
ENSG00000242472,1,0.0011646523,5.407899,3.3766465,0.00028330824,0.018990776
ENSG00000242534,1,0.0020146868,6.4831967,4.5790677,0.00037486834,0.024329329
ENSG00000242545,1,0.00029238863,3.496521,1.2393034,8.946408e-05,0.011427663
ENSG00000242580,1,0.008678725,6.043581,4.08748,0.0008995219,0.049275417
ENSG00000242659,1,0.008391311,3.4236152,1.1577785,0.0014909264,0.060540468
ENSG00000242736,1,0.023103418,6.379095,4.462659,0.0012690228,0.059127577
ENSG00000242766,1,0.006409402,6.3995447,4.485526,0.0005816905,0.03864902
ENSG00000242887,1,0.001150463,4.890418,2.797989,0.00018292114,0.017830137
ENSG00000243062,1,8.131413e-05,3.5020018,1.2454319,2.4460192e-05,0.005747512
ENSG00000243063,1,0.0036421723,5.8978796,3.9245534,0.0003975094,0.03152483
ENSG00000243137,1,5.7752262e-05,3.4171176,1.1505128,1.7082948e-05,0.004761793
ENSG00000243238,1,0.12341627,7.992724,6.2670527,0.0057234606,0.12223153
ENSG00000243264,1,0.04104794,7.546194,5.7677336,0.0020622336,0.079638444
ENSG00000243290,1,0.074833065,8.472786,6.8038683,0.0013244761,0.059862264
ENSG00000243368,1,0.00065411936,3.6006415,1.3557332,9.461666e-05,0.01632887
ENSG00000243466,1,0.5246036,7.908421,7.4919763,0.024940152,0.2829805
ENSG00000243766,1,7.559994e-05,3.6713753,1.434829,2.0553663e-05,0.00530557
ENSG00000243910,1,0.032971106,3.9682097,1.7667556,0.0054183668,0.113471225
ENSG00000244116,1,0.09946609,8.341144,6.6566634,0.000875575,0.05585288
ENSG00000244260,1,0.00021937434,4.0493226,1.857458,2.0800488e-05,0.008380876
ENSG00000244437,1,0.46958992,7.8986773,7.4780326,0.022115894,0.26601732
ENSG00000244476,1,0.0018748427,3.5114315,1.2559766,0.00038417938,0.028630115
ENSG00000244575,1,0.114253744,7.790152,6.0405326,0.0062641283,0.13348545
ENSG00000244620,1,0.002620337,4.3331175,2.1748035,0.0009869564,0.037043918
ENSG00000244661,1,0.0014319172,6.6327543,4.746306,9.479566e-05,0.014537757
ENSG00000244734,1,2.7967014,8.819302,2.82113,0.050982602,0.5385047
ENSG00000244926,1,0.0031238704,3.4923158,1.2346009,0.00056976685,0.03656079
ENSG00000244953,1,0.00013948885,3.805056,1.5843139,2.4823164e-05,0.0073985658
ENSG00000245060,1,0.15394863,3.5068328,1.2508343,0.03797119,0.26851618
ENSG00000245112,1,0.17753036,3.9813666,1.781468,0.02434916,0.26392835
ENSG00000245482,1,0.020945424,3.4213386,1.1552327,0.005386254,0.09795225
ENSG00000245534,1,0.49031264,3.6337123,1.3747532,0.14955345,0.5107918
ENSG00000245648,1,0.13675767,3.6718292,1.4353367,0.027769374,0.2446405
ENSG00000245748,1,0.027923813,3.4887087,1.2305675,0.005192307,0.10981986
ENSG00000245864,1,0.040978953,3.468561,1.2080379,0.008413145,0.13495208
ENSG00000245904,1,1.1238457,5.01983,2.042323,0.21397673,0.715128
ENSG00000245928,1,0.026578438,3.4281957,1.1629004,0.00566871,0.10952759
ENSG00000245970,1,0.65120375,4.597097,1.9334897,0.060198903,0.47611788
ENSG00000246211,1,0.00012976461,3.4225893,1.1566312,2.2828543e-05,0.007360355
ENSG00000246283,1,0.00423863,3.5108626,1.2553403,0.00084669085,0.04315843
ENSG00000246363,1,0.029587412,3.8960135,1.6860243,0.0066712624,0.111006595
ENSG00000246477,1,0.00686455,3.4053514,1.1373556,0.0012152648,0.054685425
ENSG00000247033,1,0.00109642,3.4668965,1.2061766,0.00020734072,0.021494564
ENSG00000247373,1,0.14023738,3.54654,1.2952358,0.023422783,0.25109363
ENSG00000247679,1,0.06080817,3.5467176,1.2954342,0.011288876,0.16149102
ENSG00000247903,1,0.0047104103,3.5136137,1.2584168,0.0009305714,0.04548007
ENSG00000248027,1,0.00020462324,3.4076183,1.1398906,4.319907e-05,0.009592625
ENSG00000248100,1,4.793075e-05,3.8723633,1.6595782,7.009759e-06,0.0041247965
ENSG00000248223,1,0.12989281,3.5198627,1.2654045,0.023076756,0.24263312
ENSG00000248245,1,0.0012155044,3.573547,1.3254354,0.00022178778,0.022334622
ENSG00000248338,1,0.00020910939,3.8039973,1.5831298,5.6937748e-05,0.008713201
ENSG00000248416,1,0.0010277053,3.5472014,1.2959752,0.00013853071,0.020339085
ENSG00000248457,1,0.00011729463,3.7924333,1.5701987,3.527148e-05,0.00662735
ENSG00000248719,1,0.010761082,3.5524018,1.3017904,0.0028331773,0.07036806
ENSG00000248724,1,0.016662436,3.7303834,1.5008132,0.0027376425,0.08127099
ENSG00000248839,1,0.02035752,3.821397,1.6025866,0.0026802875,0.08865088
ENSG00000249073,1,1.0781625e-05,3.5543487,1.3039675,1.4849966e-06,0.0020329766
ENSG00000249173,1,0.0030432953,3.4353082,1.1708537,0.00067586015,0.036573842
ENSG00000249236,1,0.25789043,3.6911762,1.4569709,0.06403139,0.34701866
ENSG00000249318,1,0.0053508175,3.4971938,1.2400558,0.0009890003,0.04766165
ENSG00000249332,1,0.0034246547,3.4217477,1.1556901,0.0008869303,0.039767724
ENSG00000249405,1,0.00011682638,3.9083247,1.6997911,1.6676117e-05,0.0066019148
ENSG00000249545,1,0.00013578542,3.959166,1.7566429,2.2641874e-05,0.007213194
ENSG00000249609,1,0.00024147407,3.5158231,1.2608873,3.695435e-05,0.009954543
ENSG00000249690,1,0.00095166266,3.5415602,1.289667,0.00015514568,0.019923273
ENSG00000249752,1,0.00018067288,3.4482174,1.1852894,4.5490207e-05,0.0087340595
ENSG00000249835,1,0.14862803,4.2078667,2.034745,0.018354448,0.22858924
ENSG00000249837,1,0.00019735294,3.5086873,1.252908,7.8914636e-05,0.008548801
ENSG00000249906,1,0.0004926492,3.417094,1.1504864,0.00016150885,0.014933074
ENSG00000249955,1,3.1365118e-05,3.4135325,1.1465039,6.2078702e-06,0.0036109262
ENSG00000249978,1,0.06378394,7.0467973,5.209297,0.010344949,0.13536511
ENSG00000249994,1,1.8839026e-05,3.7867682,1.5638639,2.9637515e-06,0.002565869
ENSG00000250007,1,1.2038718e-05,3.5281978,1.274725,2.5078298e-06,0.002074123
ENSG00000250092,1,3.7899368e-05,4.0083756,1.81167,5.6256113e-06,0.0036843722
ENSG00000250127,1,0.00073712214,3.5115974,1.2561622,0.00018342279,0.018080035
ENSG00000250234,1,3.3200726e-05,3.5761797,1.3283795,3.9700435e-06,0.0035482908
ENSG00000250390,1,0.0006105063,3.6422226,1.4022301,0.00012065837,0.015656482
ENSG00000250407,1,0.008237325,3.4728208,1.2128012,0.001822817,0.060534783
ENSG00000250602,1,0.050791495,3.4331038,1.1683888,0.012050292,0.15295891
ENSG00000250659,1,0.15174226,4.4310536,2.2843177,0.013837301,0.21747704
ENSG00000250696,1,0.0006884794,3.6849225,1.4499779,0.000118621625,0.01668517
ENSG00000250698,1,0.0021359806,3.5769656,1.3292582,0.0003711758,0.029935999
ENSG00000250734,1,0.02827698,3.6342225,1.3932841,0.004318505,0.10789628
ENSG00000250882,1,0.0002238385,3.4826393,1.2237806,5.26895e-05,0.009783066
ENSG00000250909,1,0.008876587,3.449896,1.1871663,0.003112287,0.06900111
ENSG00000250999,1,0.0014450009,3.6363418,1.395654,0.0005968667,0.027220465
ENSG00000251002,1,0.35252354,5.084856,3.4513786,0.036378674,0.32089898
ENSG00000251039,1,0.0056688334,7.1197457,5.29087,0.00028701458,0.027826063
ENSG00000251081,1,4.1229247e-05,3.5730627,1.3248938,1.3266584e-05,0.0040342608
ENSG00000251139,1,0.06954468,3.5807319,1.3334697,0.016798327,0.17843567
ENSG00000251143,1,0.14528598,3.987334,1.7881409,0.025569525,0.24357429
ENSG00000251205,1,0.0008494338,3.8147993,1.595209,0.00022140454,0.019066691
ENSG00000251309,1,0.081765756,3.7401123,1.5116923,0.017549329,0.18690188
ENSG00000251405,1,0.00403515,3.5216696,1.2674252,0.0006839637,0.04121562
ENSG00000251413,1,9.657114e-05,3.7470334,1.5194316,1.914071e-05,0.0061319503
ENSG00000251423,1,8.7004395e-05,3.4367805,1.1725001,3.0425852e-05,0.00588021
ENSG00000251546,1,0.014664312,6.047173,4.0914965,0.0018448901,0.060277466
ENSG00000251578,1,0.7886886,7.7589865,5.2907505,0.014961243,0.2396982
ENSG00000251586,1,0.06630545,3.5281816,1.2747067,0.010749122,0.16841747
ENSG00000251619,1,2.7463222e-05,3.4376667,1.1734911,7.352655e-06,0.003118357
ENSG00000251687,1,0.0012573777,3.617229,1.3742815,0.00023253131,0.023025356
ENSG00000253102,1,0.0583848,3.70918,1.4771032,0.008741213,0.15691637
ENSG00000253112,1,0.0009395241,3.4767556,1.2172012,0.00017447182,0.020144833
ENSG00000253120,1,7.486817e-05,3.8689098,1.6557164,1.8783998e-05,0.0054695643
ENSG00000253132,1,0.00013473835,3.506683,1.250667,3.2286356e-05,0.007507992
ENSG00000253188,1,0.023209943,7.686124,5.9242063,0.00035080672,0.03631986
ENSG00000253209,1,0.00023963247,4.8094354,2.707432,4.0836316e-05,0.009080346
ENSG00000253217,1,3.9353654e-05,3.5156744,1.2607211,1.0338894e-05,0.003916152
ENSG00000253234,1,0.023942133,5.722696,3.7286594,0.002194335,0.081923515
ENSG00000253239,1,0.02862866,6.6104245,4.7213364,0.0021641315,0.0792602
ENSG00000253274,1,0.0009987659,7.9661727,6.2373624,4.4534183e-05,0.0097342795
ENSG00000253279,1,8.227474e-05,3.8459609,1.6300544,2.7137068e-05,0.0055770106
ENSG00000253291,1,0.33003843,8.3543415,8.1301,0.0027663873,0.11047036
ENSG00000253304,1,0.012498138,3.4410143,1.1772344,0.0019958713,0.0734912
ENSG00000253320,1,0.20709397,3.4539626,1.1917135,0.061632775,0.3305068
ENSG00000253354,1,1.3746178e-05,3.8684187,1.6551673,1.6772204e-06,0.002131977
ENSG00000253364,1,0.09984011,6.569174,4.675209,0.005110863,0.119919784
ENSG00000253409,1,0.11673565,7.0344687,5.195512,0.0044028983,0.11452102
ENSG00000253435,1,0.00053130306,6.002916,4.0420074,7.761029e-05,0.011718351
ENSG00000253448,1,0.00026876575,3.5499194,1.2990146,6.900983e-05,0.011101035
ENSG00000253449,1,1.7851284e-05,3.6693969,1.4326168,3.6403048e-06,0.0025854562
ENSG00000253451,1,8.397183e-05,3.9018822,1.6925869,1.8459095e-05,0.005682555
ENSG00000253456,1,0.0005240359,3.6564531,1.4181429,6.573064e-05,0.014218604
ENSG00000253497,1,0.0019204842,6.3048697,4.379658,0.00015313156,0.017608061
ENSG00000253515,1,0.006867076,3.6736298,1.4373503,0.0010269752,0.052040517
ENSG00000253534,1,0.007629405,7.7040024,5.944198,0.00024379957,0.02584949
ENSG00000253545,1,0.00020983817,6.0403748,4.0838943,2.5328685e-05,0.006885841
ENSG00000253628,1,6.549337e-05,3.4601166,1.1985952,1.737523e-05,0.005352024
ENSG00000253666,1,0.010505004,3.840973,1.6244767,0.0017521568,0.06330571
ENSG00000253678,1,0.0004211126,3.6619236,1.4242601,7.5835436e-05,0.013258092
ENSG00000253691,1,0.0001277998,5.090651,3.0218933,2.7373746e-05,0.0063813236
ENSG00000253709,1,0.0025897431,6.6899505,4.810264,0.00041269293,0.026516354
ENSG00000253737,1,0.00027163836,3.4244874,1.1587538,6.219365e-05,0.011217889
ENSG00000253744,1,0.041540276,3.5912168,1.3451942,0.0065088472,0.13275899
ENSG00000253755,1,0.024123268,4.4583526,2.3148441,0.0057504936,0.09220244
ENSG00000253768,1,1.47318515e-05,3.8349113,1.6176986,1.7313236e-06,0.0022673705
ENSG00000253780,1,0.00013983849,5.444987,3.4181194,9.764715e-06,0.00492147
ENSG00000253782,1,6.38508e-05,4.55017,2.4175158,1.0050975e-05,0.0045928694
ENSG00000253818,1,0.00592895,6.2939706,4.367471,0.000768298,0.04227246
ENSG00000253822,1,0.0006371423,4.250294,2.0821886,0.00012134758,0.016432526
ENSG00000253883,1,8.514041e-05,4.2609453,2.094099,1.3395759e-05,0.0051943883
ENSG00000253911,1,0.0022381465,3.4506981,1.1880631,0.00035527765,0.030925998
ENSG00000253921,1,0.04288516,3.7668002,1.5415353,0.00586165,0.1288452
ENSG00000253957,1,0.0006486542,5.3859863,3.3521438,0.00011899591,0.014550843
ENSG00000253998,1,0.073922545,7.9680395,6.23945,0.003158996,0.0907925
ENSG00000254027,1,0.0039768103,3.4703708,1.2100617,0.00073865877,0.041635636
ENSG00000254046,1,0.0031826638,6.2246504,4.2899556,0.00033474425,0.027216664
ENSG00000254056,1,0.00054757233,4.8744264,2.7801065,9.859825e-05,0.013475189
ENSG00000254080,1,0.00015565775,3.5102837,1.254693,2.9187127e-05,0.008049091
ENSG00000254098,1,0.0072139516,6.6289644,4.742068,0.0010604892,0.045444153
ENSG00000254157,1,0.00052928925,3.7588909,1.532691,0.00011547845,0.015607091
ENSG00000254163,1,0.0010136485,3.5686975,1.3200125,0.00021322502,0.021050256
ENSG00000254197,1,0.0043283487,3.6334243,1.3923914,0.00072820386,0.042167798
ENSG00000254208,1,0.0036030586,3.4445007,1.181133,0.00059625215,0.039184324
ENSG00000254236,1,0.0045887507,3.486197,1.2277586,0.00083301275,0.044543486
ENSG00000254254,1,0.0034422658,3.4195826,1.1532692,0.000666933,0.038678043
ENSG00000254263,1,0.051489502,3.4761772,1.2165545,0.009249103,0.14963186
ENSG00000254315,1,0.0009342218,3.5019124,1.245332,0.00014896538,0.019844808
ENSG00000254334,1,2.2482815e-05,3.4447308,1.1813904,4.2836696e-06,0.0029725598
ENSG00000254340,1,0.007684735,3.5464888,1.2951782,0.001394757,0.057387512
ENSG00000254395,1,0.0068173497,7.0983157,5.2669063,0.0005633563,0.034363303
ENSG00000254401,1,0.008650549,3.4606287,1.199168,0.0020305596,0.062465724
ENSG00000254402,1,0.013091612,3.5363646,1.2838572,0.0029950007,0.076016404
ENSG00000254420,1,0.3546175,3.816578,1.6364391,0.090414055,0.41290852
ENSG00000254431,1,0.0033871434,3.7818966,1.5584162,0.00048575085,0.03684073
ENSG00000254451,1,0.00027013605,3.5462832,1.2949485,5.0861956e-05,0.010577374
ENSG00000254489,1,0.00010139923,3.995776,1.7975807,3.2350294e-05,0.0062977984
ENSG00000254594,1,1.8358569e-05,3.782168,1.5587196,2.1151382e-06,0.0024951731
ENSG00000254614,1,0.13244261,3.639458,1.3991385,0.024020078,0.24029091
ENSG00000254664,1,0.00033723802,3.581082,1.3338614,5.785514e-05,0.011791683
ENSG00000254709,1,0.117110066,5.589814,3.5800683,0.019948512,0.20532951
ENSG00000254775,1,0.0011843632,3.664218,1.4268255,0.00023713517,0.022090742
ENSG00000254861,1,3.546126e-05,3.4203556,1.1541334,7.613236e-06,0.003755572
ENSG00000254879,1,0.00537941,3.4232209,1.1573375,0.0010337393,0.048328247
ENSG00000254900,1,0.0018653767,3.6019812,1.3572311,0.00032407677,0.027797176
ENSG00000254991,1,3.3523196e-05,3.7518425,1.5248091,8.275731e-06,0.0035220685
ENSG00000255060,1,0.00026027972,3.845429,1.6294596,5.9750946e-05,0.010458774
ENSG00000255132,1,3.3548415e-05,3.5193298,1.2648087,7.321363e-06,0.0036062258
ENSG00000255145,1,0.16940004,3.5421884,1.2903695,0.045675248,0.28564444
ENSG00000255159,1,0.0005392925,3.5048926,1.2486646,0.00013181927,0.014891925
ENSG00000255164,1,0.00017276457,3.4234169,1.1575567,3.937119e-05,0.008815971
ENSG00000255219,1,4.7232774e-05,3.6569793,1.4187313,1.2162305e-05,0.004207697
