week_date,IAI
2017-09-11 12:00:00,-0.7561441940561946
2017-09-18 12:00:00,-0.7561441940561946
2017-09-25 12:00:00,-0.7561441940561946
2017-10-02 12:00:00,-0.7561441940561946
2017-10-09 12:00:00,-0.7561441940561946
2017-10-16 12:00:00,-0.7561441940561946
2017-10-23 12:00:00,-0.7561441940561946
2017-10-30 12:00:00,-0.7561441940561946
2017-11-06 12:00:00,-0.7561441940561946
2017-11-13 12:00:00,-0.7561441940561946
2017-11-20 12:00:00,-0.7561441940561946
2017-11-27 12:00:00,-0.7561441940561946
2017-12-04 12:00:00,-0.7561441940561946
2017-12-11 12:00:00,-0.7561441940561946
2017-12-18 12:00:00,-0.7561441940561946
2017-12-25 12:00:00,-0.7561441940561946
2018-01-01 12:00:00,-0.7561441940561946
2018-01-08 12:00:00,-0.7561441940561946
2018-01-15 12:00:00,-0.7561441940561946
2018-01-22 12:00:00,-0.7561441940561946
2018-01-29 12:00:00,-0.7561441940561946
2018-02-05 12:00:00,-0.7561441940561946
2018-02-12 12:00:00,-0.7561441940561946
2018-02-19 12:00:00,-0.7561441940561946
2018-02-26 12:00:00,-0.7561441940561946
2018-03-05 12:00:00,-0.7561441940561946
2018-03-12 12:00:00,-0.7561441940561946
2018-03-19 12:00:00,-0.7561441940561946
2018-03-26 12:00:00,-0.7561441940561946
2018-04-02 12:00:00,-0.7561441940561946
2018-04-09 12:00:00,-0.7561441940561946
2018-04-16 12:00:00,-0.7561441940561946
2018-04-23 12:00:00,-0.7561441940561946
2018-04-30 12:00:00,-0.7561441940561946
2018-05-07 12:00:00,-0.7561441940561946
2018-05-14 12:00:00,-0.7561441940561946
2018-05-21 12:00:00,-0.7561441940561946
2018-05-28 12:00:00,-0.7561441940561946
2018-06-04 12:00:00,-0.7561441940561946
2018-06-11 12:00:00,-0.7561441940561946
2018-06-18 12:00:00,-0.7561441940561946
2018-06-25 12:00:00,-0.7561441940561946
2018-07-02 12:00:00,-0.7561441940561946
2018-07-09 12:00:00,-0.7561441940561946
2018-07-16 12:00:00,-0.7561441940561946
2018-07-23 12:00:00,-0.7561441940561946
2018-07-30 12:00:00,-0.7561441940561946
2018-08-06 12:00:00,-0.7561441940561946
2018-08-13 12:00:00,-0.7561441940561946
2018-08-20 12:00:00,-0.7561441940561946
2018-08-27 12:00:00,-0.7561441940561946
2018-09-03 12:00:00,-0.7561441940561946
2018-09-10 12:00:00,-0.7561441940561946
2018-09-17 12:00:00,-0.7561441940561946
2018-09-24 12:00:00,-0.7561441940561946
2018-10-01 12:00:00,-0.7561441940561946
2018-10-08 12:00:00,-0.7561441940561946
2018-10-15 12:00:00,-0.7561441940561946
2018-10-22 12:00:00,-0.7561441940561946
2018-10-29 12:00:00,-0.7561441940561946
2018-11-05 12:00:00,-0.7561441940561946
2018-11-12 12:00:00,-0.7561441940561946
2018-11-19 12:00:00,-0.7561441940561946
2018-11-26 12:00:00,-0.7561441940561946
2018-12-03 12:00:00,-0.7561441940561946
2018-12-10 12:00:00,-0.7561441940561946
2018-12-17 12:00:00,-0.7561441940561946
2018-12-24 12:00:00,-0.7561441940561946
2018-12-31 12:00:00,-0.7561441940561946
2019-01-07 12:00:00,-0.7561441940561946
2019-01-14 12:00:00,-0.7561441940561946
2019-01-21 12:00:00,-0.7561441940561946
2019-01-28 12:00:00,-0.7561441940561946
2019-02-04 12:00:00,-0.7561441940561946
2019-02-11 12:00:00,-0.7561441940561946
2019-02-18 12:00:00,-0.7561441940561946
2019-02-25 12:00:00,-0.7561441940561946
2019-03-04 12:00:00,-0.7561441940561946
2019-03-11 12:00:00,-0.7561441940561946
2019-03-18 12:00:00,-0.7265974517557299
2019-03-25 12:00:00,-0.6748906527299167
2019-04-01 12:00:00,-0.6231838537041035
2019-04-08 12:00:00,-0.5714770546782901
2019-04-15 12:00:00,-0.5197702556524769
2019-04-22 12:00:00,-0.46806345662666365
2019-04-29 12:00:00,-0.41635665760085044
2019-05-06 12:00:00,-0.4196499301993144
2019-05-13 12:00:00,-0.4229432027977784
2019-05-20 12:00:00,-0.4262364753962424
2019-05-27 12:00:00,-0.42952974799470633
2019-06-03 12:00:00,-0.43282302059317035
2019-06-10 12:00:00,-0.4361162931916343
2019-06-17 12:00:00,-0.43940956579009827
2019-06-24 12:00:00,-0.4427028383885623
2019-07-01 12:00:00,-0.44599611098702624
2019-07-08 12:00:00,-0.4492893835854902
2019-07-15 12:00:00,-0.4525826561839542
2019-07-22 12:00:00,-0.45587592878241817
2019-07-29 12:00:00,-0.45916920138088213
2019-08-05 12:00:00,-0.46246247397934614
2019-08-12 12:00:00,-0.4657557465778101
2019-08-19 12:00:00,-0.46904901917627406
2019-08-26 12:00:00,-0.472342291774738
2019-09-02 12:00:00,-0.47563556437320204
2019-09-09 12:00:00,-0.478928836971666
2019-09-16 12:00:00,-0.48222210957012995
2019-09-23 12:00:00,-0.48551538216859397
2019-09-30 12:00:00,-0.4888086547670579
2019-10-07 12:00:00,-0.4921019273655219
2019-10-14 12:00:00,-0.49539519996398584
2019-10-21 12:00:00,-0.49868847256244986
2019-10-28 12:00:00,-0.5035922939568812
2019-11-04 12:00:00,-0.5097040269482882
2019-11-11 12:00:00,-0.5158157599396952
2019-11-18 12:00:00,-0.5219274929311022
2019-11-25 12:00:00,-0.5280392259225091
2019-12-02 12:00:00,-0.5341509589139161
2019-12-09 12:00:00,-0.5402626919053231
2019-12-16 12:00:00,-0.54637442489673
2019-12-23 12:00:00,-0.5524861578881369
2019-12-30 12:00:00,-0.5585978908795439
2020-01-06 12:00:00,-0.5647096238709509
2020-01-13 12:00:00,-0.5708213568623579
2020-01-20 12:00:00,-0.5769330898537648
2020-01-27 12:00:00,-0.5830448228451718
2020-02-03 12:00:00,-0.5398379910727397
2020-02-10 12:00:00,-0.48841139850633436
2020-02-17 12:00:00,-0.43698480593992906
2020-02-24 12:00:00,-0.3855582133735238
2020-03-02 12:00:00,-0.33413162080711845
2020-03-09 12:00:00,-0.2827050282407132
2020-03-16 12:00:00,-0.2312784356743079
2020-03-23 12:00:00,-0.1798518431079026
2020-03-30 12:00:00,-0.12842525054149728
2020-04-06 12:00:00,-0.07699865797509198
2020-04-13 12:00:00,-0.02557206540868673
2020-04-20 12:00:00,0.025854527157718632
2020-04-27 12:00:00,0.07728111972412388
2020-05-04 12:00:00,0.12870771229052913
2020-05-11 12:00:00,0.1431901229354183
2020-05-18 12:00:00,0.12996439713917046
2020-05-25 12:00:00,0.11673867134292262
2020-06-01 12:00:00,0.10351294554667478
2020-06-08 12:00:00,0.09028721975042694
2020-06-15 12:00:00,0.07706149395417909
2020-06-22 12:00:00,0.06383576815793125
2020-06-29 12:00:00,0.0506100423616834
2020-07-06 12:00:00,0.03738431656543556
2020-07-13 12:00:00,0.02415859076918772
2020-07-20 12:00:00,0.010932864972939882
2020-07-27 12:00:00,-0.002292860823307985
2020-08-03 12:00:00,-0.015518586619555824
2020-08-10 12:00:00,-0.07918908560135415
2020-08-17 12:00:00,-0.18069316447231537
2020-08-24 12:00:00,-0.2821972433432766
2020-08-31 12:00:00,-0.3235820313776689
2020-09-07 12:00:00,-0.2848077649633026
2020-09-14 12:00:00,-0.24603349854893636
2020-09-21 12:00:00,-0.20725923213457006
2020-09-28 12:00:00,-0.1684849657202038
2020-10-05 12:00:00,-0.12971069930583753
2020-10-12 12:00:00,-0.09093643289147127
2020-10-19 12:00:00,-0.052162166477104976
2020-10-26 12:00:00,-0.013387900062738711
2020-11-02 12:00:00,0.025386366351627554
2020-11-09 12:00:00,0.06416063276599382
2020-11-16 12:00:00,0.10293489918036008
2020-11-23 12:00:00,0.14170916559472635
2020-11-30 12:00:00,0.17817407655946005
2020-12-07 12:00:00,0.21463898752419372
2020-12-14 12:00:00,0.2511038984889274
2020-12-21 12:00:00,0.2875688094536611
2020-12-28 12:00:00,0.32403372041839473
2021-01-04 12:00:00,0.36049863138312843
2021-01-11 12:00:00,0.39696354234786213
2021-01-18 12:00:00,0.43342845331259583
2021-01-25 12:00:00,0.41697678373053826
2021-02-01 12:00:00,0.39170568405734885
2021-02-08 12:00:00,0.36643458438415943
2021-02-15 12:00:00,1.817435797158098
2021-02-22 12:00:00,3.514482395339892
2021-03-01 12:00:00,3.0445803918061483
2021-03-08 12:00:00,2.2135202879864817
2021-03-15 12:00:00,-0.49680057466494976
2021-03-22 12:00:00,-0.41806199087787654
2021-03-29 12:00:00,-0.33932340709080333
2021-04-05 12:00:00,-0.2605848233037302
2021-04-12 12:00:00,-0.18184623951665696
2021-04-19 12:00:00,-0.1031076557295838
2021-04-26 12:00:00,-0.02436907194251059
2021-05-03 12:00:00,0.054369511844562624
2021-05-10 12:00:00,0.13310809563163584
2021-05-17 12:00:00,0.21184667941870905
2021-05-24 12:00:00,0.29058526320578215
2021-05-31 12:00:00,0.36932384699285536
2021-06-07 12:00:00,0.4304419570150771
2021-06-14 12:00:00,0.38583722444818935
2021-06-21 12:00:00,0.34123249188130156
2021-06-28 12:00:00,0.2966277593144138
2021-07-05 12:00:00,0.2520230267475261
2021-07-12 12:00:00,0.20741829418063829
2021-07-19 12:00:00,0.1628135616137505
2021-07-26 12:00:00,0.11820882904686275
2021-08-02 12:00:00,0.07360409647997496
2021-08-09 12:00:00,0.05302061253706343
2021-08-16 12:00:00,0.05045306506213396
2021-08-23 12:00:00,0.04788551758720449
2021-08-30 12:00:00,0.04531797011227502
2021-09-06 12:00:00,0.04275042263734555
2021-09-13 12:00:00,0.04018287516241608
2021-09-20 12:00:00,0.03761532768748661
2021-09-27 12:00:00,0.03504778021255714
2021-10-04 12:00:00,0.03248023273762767
2021-10-11 12:00:00,0.0299126852626982
2021-10-18 12:00:00,0.02734513778776873
2021-10-25 12:00:00,0.02477759031283926
2021-11-01 12:00:00,0.02221004283790979
2021-11-08 12:00:00,0.019642495362980322
2021-11-15 12:00:00,-0.008901351460303887
2021-11-22 12:00:00,-0.05692742279485414
2021-11-29 12:00:00,-0.10495349412940441
2021-12-06 12:00:00,-0.15297956546395466
2021-12-13 12:00:00,-0.20100563679850492
2021-12-20 12:00:00,-0.2490317081330552
2021-12-27 12:00:00,-0.2970577794676054
2022-01-03 12:00:00,-0.3450838508021557
2022-01-10 12:00:00,-0.3931099221367059
2022-01-17 12:00:00,-0.4411359934712562
2022-01-24 12:00:00,-0.48916206480580654
2022-01-31 12:00:00,-0.39013355474602407
2022-02-07 12:00:00,-0.2911050446862416
2022-02-14 12:00:00,-0.19207653462645913
2022-02-21 12:00:00,-0.19991617109187523
2022-02-28 12:00:00,-0.20775580755729137
2022-03-07 12:00:00,-0.21559544402270747
2022-03-14 12:00:00,-0.2234350804881236
2022-03-21 12:00:00,-0.2312747169535397
2022-03-28 12:00:00,-0.23911435341895582
2022-04-04 12:00:00,-0.24695398988437195
2022-04-11 12:00:00,-0.2547936263497881
2022-04-18 12:00:00,-0.26263326281520416
2022-04-25 12:00:00,-0.2704728992806203
2022-05-02 12:00:00,-0.2783125357460364
2022-05-09 12:00:00,-0.2861521722114525
2022-05-16 12:00:00,-0.29399180867686864
2022-05-23 12:00:00,-0.30183144514228477
2022-05-30 12:00:00,-0.30967108160770085
2022-06-06 12:00:00,-0.317510718073117
2022-06-13 12:00:00,-0.3253503545385331
2022-06-20 12:00:00,-0.3331899910039492
2022-06-27 12:00:00,-0.3410296274693654
2022-07-04 12:00:00,-0.34886926393478146
2022-07-11 12:00:00,-0.35670890040019754
2022-07-18 12:00:00,-0.3645485368656137
2022-07-25 12:00:00,-0.3723881733310298
2022-08-01 12:00:00,-0.38022780979644594
2022-08-08 12:00:00,-0.38806744626186207
2022-08-15 12:00:00,-0.39590708272727815
2022-08-22 12:00:00,-0.4037467191926943
2022-08-29 12:00:00,-0.4115863556581104
2022-09-05 12:00:00,-0.4194259921235265
2022-09-12 12:00:00,-0.4272656285889426
2022-09-19 12:00:00,-0.43510526505435876
2022-09-26 12:00:00,-0.44294490151977484
2022-10-03 12:00:00,-0.45078453798519097
2022-10-10 12:00:00,-0.4586241744506071
2022-10-17 12:00:00,-0.4664638109160232
2022-10-24 12:00:00,-0.4743034473814393
2022-10-31 12:00:00,-0.48214308384685545
2022-11-07 12:00:00,-0.4899827203122716
2022-11-14 12:00:00,-0.49782235677768766
2022-11-21 12:00:00,-0.5056619932431038
2022-11-28 12:00:00,-0.51350162970852
2022-12-05 12:00:00,-0.5213412661739361
2022-12-12 12:00:00,-0.5291809026393521
2022-12-19 12:00:00,-0.5370205391047682
2022-12-26 12:00:00,-0.5448601755701843
2023-01-02 12:00:00,-0.5526998120356005
2023-01-09 12:00:00,-0.5605394485010167
2023-01-16 12:00:00,-0.5680935417786454
2023-01-23 12:00:00,-0.5739343759295503
2023-01-30 12:00:00,-0.5797752100804553
2023-02-06 12:00:00,-0.5856160442313602
2023-02-13 12:00:00,-0.5914568783822651
2023-02-20 12:00:00,-0.5972977125331701
2023-02-27 12:00:00,-0.6031385466840751
2023-03-06 12:00:00,-0.6089793808349799
2023-03-13 12:00:00,-0.6148202149858849
2023-03-20 12:00:00,-0.6206610491367899
2023-03-27 12:00:00,-0.6265018832876948
2023-04-03 12:00:00,-0.6323427174385997
2023-04-10 12:00:00,-0.6381835515895047
2023-04-17 12:00:00,-0.6440243857404097
2023-04-24 12:00:00,-0.6498652198913146
2023-05-01 12:00:00,-0.6557060540422195
2023-05-08 12:00:00,-0.6615468881931245
2023-05-15 12:00:00,-0.6673877223440294
2023-05-22 12:00:00,-0.6732285564949343
2023-05-29 12:00:00,-0.6869012783628131
2023-06-05 12:00:00,-0.6868904807215297
2023-06-12 12:00:00,-0.6742674771332825
2023-06-19 12:00:00,-0.6616444735450353
2023-06-26 12:00:00,-0.6490214699567881
2023-07-03 12:00:00,-0.6363984663685409
2023-07-10 12:00:00,-0.6237754627802936
2023-07-17 12:00:00,-0.6111524591920464
2023-07-24 12:00:00,-0.5985294556037992
2023-07-31 12:00:00,-0.585906452015552
2023-08-07 12:00:00,-0.5732834484273048
2023-08-14 12:00:00,-0.5606604448390576
2023-08-21 12:00:00,-0.5480374412508104
2023-08-28 12:00:00,-0.5354144376625631
2023-09-04 12:00:00,-0.5227914340743159
2023-09-11 12:00:00,-0.5101684304860687
2023-09-18 12:00:00,-0.49754542689782155
2023-09-25 12:00:00,-0.48492242330957436
2023-10-02 12:00:00,-0.47229941972132716
2023-10-09 12:00:00,-0.4596764161330799
2023-10-16 12:00:00,-0.4470534125448327
2023-10-23 12:00:00,-0.4344304089565855
2023-10-30 12:00:00,-0.4218074053683383
2023-11-06 12:00:00,-0.4091844017800911
2023-11-13 12:00:00,-0.3965613981918439
2023-11-20 12:00:00,-0.3994019393938235
2023-11-27 12:00:00,-0.40842789851189387
2023-12-04 12:00:00,-0.4174538576299643
2023-12-11 12:00:00,-0.42647981674803465
2023-12-18 12:00:00,-0.43550577586610506
2023-12-25 12:00:00,-0.4445317349841754
2024-01-01 12:00:00,-0.45355769410224583
2024-01-08 12:00:00,-0.4625836532203162
2024-01-15 12:00:00,-0.4716096123383866
2024-01-22 12:00:00,-0.48063557145645697
2024-01-29 12:00:00,-0.4896615305745273
2024-02-05 12:00:00,-0.49868748969259774
2024-02-12 12:00:00,-0.5077134488106682
2024-02-19 12:00:00,-0.5167394079287385
2024-02-26 12:00:00,-0.5257653670468089
2024-03-04 12:00:00,-0.5347913261648793
2024-03-11 12:00:00,-0.5438172852829497
2024-03-18 12:00:00,-0.5528432444010201
2024-03-25 12:00:00,-0.5618692035190904
2024-04-01 12:00:00,-0.5708951626371608
2024-04-08 12:00:00,-0.5799211217552311
2024-04-15 12:00:00,-0.5889470808733016
2024-04-22 12:00:00,-0.597973039991372
2024-04-29 12:00:00,-0.6069989991094423
2024-05-06 12:00:00,-0.6160249582275128
2024-05-13 12:00:00,-0.6250509173455832
2024-05-20 12:00:00,-0.6340768764636535
